Time_hours,I2_norm_nM,I2_fast_nM,I2_diff_nM,I2_percent_diff,S2_free_norm_nM,S2_free_fast_nM,S2_free_diff_nM,S2_free_percent_diff,S2_total_norm_nM,S2_total_fast_nM,S2_total_diff_nM,S2_total_percent_diff
0.1666666666666666,99.28566250995536,99.28560404162351,-5.846833184364186e-05,-5.888899803411117e-05,0.3953728629754668,0.3954090314284662,3.616845299936333e-05,0.009147935123106214,54.02268681726221,54.0276226763373,0.004935859075089866,0.009136641225909332
0.1833333333333333,99.17293705272634,99.172872844458,-6.420826834130366e-05,-6.474373982406778e-05,0.4289042989888967,0.4289462745671336,4.19755782368747e-05,0.009786700281584574,61.81459590109758,61.819740949096726,0.00514504799914306,0.008323354580162683
0.2,99.05208004558976,99.05200973777944,-7.030781031858169e-05,-7.09806500643114e-05,0.4641085083980272,0.4641566624454514,4.8154047424198154e-05,0.01037560108312008,69.96682604202054,69.97213858342427,0.00531254140372539,0.007592943262189419
0.2166666666666666,98.92273266599167,98.92265578926882,-7.687672285783265e-05,-7.771390941797329e-05,0.5011656884531027,0.5012204230274226,5.473457431992568e-05,0.010921452841049301,78.4659244733311,78.47136032108587,0.0054358477547680195,0.006927653999177118
0.2333333333333333,98.78450210720877,98.78441807900164,-8.402820712660741e-05,-8.506213559229498e-05,0.5402333447510187,0.5402950941895306,6.17494385118933e-05,0.01143014201397587,87.29716814583544,87.30267987315885,0.005511727323408877,0.006313752714407858
0.25,98.63696817299088,98.63687629231552,-9.18806753560375e-05,-9.315034419437538e-05,0.5814510790429982,0.5815203110883436,6.923204534536875e-05,0.011906770464561999,96.44392152922116,96.44945786331353,0.0055363340923690885,0.005740469699473654
0.2666666666666666,98.47968896624091,98.47958840710088,-0.00010055914003714861,-0.00010211155324791951,0.6249434185176396,0.6250206350096649,7.721649202530045e-05,0.012355757295349603,105.88713557999068,105.89264092967382,0.005505349683133431,0.005199262075584721
0.2833333333333333,98.31220606862918,98.31209587239086,-0.00011019623832453362,-0.00011208805369254812,0.6708213421289784,0.6709070791333068,8.573700432845666e-05,0.012780899912390096,115.6049685485382,115.61038266285122,0.00541411431302663,0.0046832885999648416
0.3,98.13404948179236,98.13392854890756,-0.0001209328847977531,-0.00012323233927097934,0.719182901249558,0.7192777284012024,9.482715164443878e-05,0.01318540130468613,125.57251964186194,125.5777774002885,0.005257758426552073,0.004187029488257
0.3166666666666666,97.94474252144154,97.94460960292652,-0.00013291851502117424,-0.0001357076567862501,0.7701131791239769,0.7702176978937828,0.0001045187698058836,0.013571871335168724,135.76167261988817,135.76670395740447,0.005031337516300027,0.00370600731355675
0.3333333333333333,97.74380680464462,97.74366044832898,-0.0001463563156391956,-0.0001497346178993317,0.8236837411142065,0.8237985877510892,0.0001148466368826595,0.013943050123498266,146.1410496004963,146.14578190842096,0.004732307924655288,0.0032381784157099803
0.35,97.53076743662396,97.53060606498772,-0.00016137163623852757,-0.00016545715826894088,0.8799516711471533,0.8800775009952185,0.00012582984806519537,0.01429963169467667,156.676076507414,156.68043024600584,0.004353738591845513,0.0027788151764443067
0.3666666666666666,97.30515847965404,97.30498034334865,-0.00017813630539365022,-0.00018306974489014116,0.9389582557186292,0.939095740395964,0.00013748467733476488,0.014642256617632202,167.32916122385623,167.33305252644087,0.0038913025846341043,0.0023255376147067654
0.3833333333333333,97.06652876840565,97.06633194232435,-0.00019682608129301116,-0.00020277441028371916,1.0007273579435878,1.000877175736151,0.0001498177925631783,0.014970890060509737,178.05998395345074,178.06332514085386,0.003341187403123058,0.001876439236339888
0.4,96.81444811999508,96.8142305023314,-0.00021761766367944801,-0.00022477808623122593,1.0652635165397508,1.0654263395427124,0.00016282300296155405,0.015284762918610499,188.82589679769907,188.82859705474945,0.002700257050378241,0.001430024745637085
0.4166666666666667,96.5485139704064,96.5482732856158,-0.00024068479059735637,-0.0002492889643761166,1.1325498062936972,1.1327262842296364,0.00017647793593922323,0.015582355403578453,199.58242636338025,199.58439257993163,0.0019662165513807395,0.0009851651707053826
0.4333333333333333,96.26835844962083,96.26809225623762,-0.00026619338321154373,-0.0002765118129139473,1.2025455065344337,1.2027362471451672,0.00019074061073354187,0.015861404803152054,210.28386953753665,210.28500731318496,0.0011377756483170742,0.0005410665358304984
0.45,95.97365588378165,95.973361588027,-0.0002942957546423486,-0.00030664222586114997,1.2751836419117963,1.2753891880400108,0.00020554612821443996,0.01611894330029819,220.88396864601964,220.8841834527941,0.00021480677446561458,9.724869386508346e-05
