Time (hours),I_1 (nM),S_1_free (nM),S_1_total (nM),I_2 (nM),S_2_free (nM),S_2_total (nM),I_3 (nM),S_3_free (nM),S_3_total (nM)
5.766666666666667,100.0,,,69.37098788856096,2.654262462427387,392.6620328394629,82.27596680731786,1.2776670383636417,343.0075795809595
5.783333333333333,100.0,,,69.36994611727377,2.654284640352965,392.66343873461886,82.27958220783168,1.2775631870277209,342.99758626515614
5.8,100.0,,,69.36892629440644,2.654306403099834,392.6648158359207,82.2831449720468,1.2774613112802544,342.987765646144
5.816666666666666,100.0,,,69.36792794726033,2.654327758647053,392.66616474847893,82.28665575856111,1.2773613732804958,342.97811482288733
5.833333333333333,100.0,,,69.36695061350513,2.6543487148147302,392.667486064372,82.29011522076372,1.2772633359091259,342.9686309400354
5.85,100.0,,,69.36599384094833,2.654369279267291,392.66878036293264,82.29352400677911,1.2771671627548657,342.9593111873112
5.866666666666666,100.0,,,69.36505718731009,2.654389459516708,392.6700482110286,82.29688275941568,1.277072818101266,342.95015279890566
5.883333333333334,100.0,,,69.36414022000278,2.654409262925753,392.67129016333683,82.30019211611824,1.276980266913783,342.941153052875
5.9,100.0,,,69.36324251591579,2.6544286967110233,392.6725067626115,82.30345270892454,1.2768894748270563,342.93230927054304
5.916666666666667,100.0,,,69.36236366120495,2.6544477679460106,392.6736985399457,82.30666516442565,1.276800408132422,342.92361881590836
5.933333333333334,100.0,,,69.36150325108682,2.6544664835641094,392.6748660150281,82.30983010372995,1.2767130337656127,342.91507909505543
5.95,100.0,,,69.36066088963744,2.6544848503614396,392.6760096963932,82.31294814243078,1.2766273192947302,342.9066875555709
5.966666666666667,100.0,,,69.35983618959565,2.65450287499976,392.6771300816659,82.31601989057748,1.2765432329083597,342.89844168596505
5.983333333333333,100.0,,,69.35902877217086,2.654520564009237,392.6782276578012,82.31904595264974,1.2764607434039708,342.8903390150978
6.0,100.0,,,69.35823826685501,2.6545379237911284,392.67930290131795,82.32202692753522,1.2763798201764647,342.8823771116096
6.016666666666667,100.0,,,69.35746431123887,2.6545549606204735,392.68035627852805,82.3249634085102,1.2763004332069705,342.8745535833585
6.033333333333333,100.0,,,69.35670655083229,2.6545716806486936,392.6813882457593,82.3278559832232,1.2762225530517735,342.8668660768606
6.05,100.0,,,69.35596463888864,2.6545880899060994,392.6823992495748,82.33070523368156,1.2761461508315515,342.85931227673797
6.066666666666666,100.0,,,69.35523823623313,2.654604194304459,392.68338972698655,82.33351173624065,1.2760711982206916,342.85188990516986
6.083333333333333,100.0,,,69.35452701109479,2.654619999639347,392.6843601056642,82.33627606159592,1.275997667436855,342.8445967213505
6.1,100.0,,,69.35383063894257,2.6546355115925784,392.68531080413976,82.33899877477731,1.2759255312307354,342.8374305209521
6.116666666666666,100.0,,,69.35314880232477,2.65465073573454,392.6862422320071,82.34168043514627,1.2758547628759747,342.83038913559324
6.133333333333334,100.0,,,69.35248119071223,2.65466567752645,392.68715479011746,82.34432159639512,1.2757853361592826,342.8234704323122
6.15,100.0,,,69.35182750034501,2.654680342322582,392.6880488707702,82.34692280654872,1.2757172253707205,342.81667231304715
6.166666666666667,100.0,,,69.35118743408246,2.6546947353724732,392.6889248578999,82.34948460796821,1.2756504052941604,342.8099927141202
6.183333333333334,100.0,,,69.35056070125673,2.6547088618230696,392.68978312725886,82.35200753735701,1.2755848511979508,342.8034296057288
6.2,100.0,,,69.34994701752933,2.654722726720784,392.6906240465949,82.35449212576879,1.2755205388256912,342.7969809914411
6.216666666666667,100.0,,,69.3493461047513,2.654736335013554,392.6914479758269,82.3569388986173,1.2754574443872266,342.7906449076982
6.233333333333333,100.0,,,69.34875769082612,2.6547496915528366,392.69225526721493,82.35934837568823,1.2753955445497904,342.78441942332097
6.25,100.0,,,69.34818150957582,2.6547628010956013,392.69304626552685,82.36172107115267,1.2753348164293048,342.7783026390235
6.266666666666667,100.0,,,69.34761730061021,2.65477566830621,392.6938213082022,82.36405749358242,1.27527523758184,342.77229268693145
6.283333333333333,100.0,,,69.34706480919881,2.654788297758309,392.694580725511,82.36635814596688,1.2752167859952355,342.76638773010615
6.3,100.0,,,69.34652378614591,2.6548006939366506,392.6953248407101,82.3686235257315,1.2751594400808879,342.7605859620749
6.316666666666666,100.0,,,69.34599398766804,2.654812861238927,392.69605397019546,82.37085412475778,1.275103178665642,342.75488560636586
6.333333333333333,100.0,,,69.34547517527464,2.6548248039774527,392.69676842365135,82.37305042940463,1.2750479809838862,342.7492849160494
6.35,100.0,,,69.34496711565104,2.6548365263809983,392.69746850419637,82.37521292053121,1.2749938266697887,342.74378217328535
6.366666666666666,100.0,,,69.34446958054424,2.654848032596376,392.6981545085258,82.37734207352094,1.274940695749631,342.73837568887393
6.383333333333334,100.0,,,69.34398234665112,2.6548593266901195,392.698826727051,82.37943835830684,1.2748885686343154,342.733063801815
6.4,100.0,,,69.34350519550927,2.6548704126501335,392.6994854440359,82.38150223939815,1.2748374261120328,342.7278448788704
6.416666666666667,100.0,,,69.34303791339016,2.6548812943872218,392.7001309377301,82.38353417590781,1.2747872493410217,342.7227173141338
6.433333333333334,100.0,,,69.3425802911948,2.654891975736663,392.70076348049935,82.38553462158131,1.2747380198424827,342.71767952860404
6.45,100.0,,,69.34213212435158,2.654902460459748,392.7013833389531,82.3875040248264,1.274689719493659,342.712729969766
6.466666666666667,100.0,,,69.34169321271655,2.6549127522451883,392.701990774069,82.38944282874381,1.2746423305209493,342.7078671111754
6.483333333333333,100.0,,,69.34126336047582,2.654922854710629,392.70258604131465,82.39135147115893,1.2745958354932863,342.70308945204977
