Time (hours),I_1 (nM),S_1_free (nM),S_1_total (nM),I_2 (nM),S_2_free (nM),S_2_total (nM),I_3 (nM),S_3_free (nM),S_3_total (nM),I_4 (nM),S_4_free (nM),S_4_total (nM),I_5 (nM),S_5_free (nM),S_5_total (nM)
1.2666666666666666,100.0,,,85.95003451360289,2.1574867665828013,360.2598688334211,87.78523184234001,1.7003464503521284,345.6819687437917,87.72985745348049,1.7283033463136797,346.36258641557214,87.9222235240452,1.7007773354938518,344.9366704542208
1.2833333333333334,100.0,,,85.64896557749618,2.1770551442246773,361.55133344351367,87.56058669880304,1.707596996360945,346.8233866822774,87.49881262618747,1.7374186335671693,347.55454713958346,87.69389021826085,1.7098997550284016,346.15745916884356
1.3,100.0,,,85.35043919140091,2.195725814503666,362.7664824625008,87.33936761042834,1.714043678168549,347.88574866618654,87.27087077019517,1.7457760351692144,348.6683720778853,87.46857318170784,1.7182656009550592,347.29864212454083
1.3166666666666667,100.0,,,85.05464231395588,2.213531235964415,363.9105643073724,87.12170203544716,1.7197205325094091,348.8737681529922,87.04615762214453,1.7534080970340362,349.7088159624801,87.24640074672004,1.7259058618613192,348.3649648701612
1.3333333333333333,100.0,,,84.76174641961624,2.230504872579652,364.9885232176366,86.90770410367381,1.7246620555417185,349.79192999967535,86.82478600250951,1.760347839238808,350.68040563365025,87.02748865117401,1.7328521080055668,349.3609543720914
1.35,100.0,,,84.47190784553341,2.2466807937884723,366.0050024520568,86.69747500101239,1.7289029211082743,350.6444906624602,86.606856176958,1.7666284734948474,351.58743965879626,86.81194035776916,1.7391362105964676,350.29091733118753
1.3666666666666667,100.0,,,84.18526822461106,2.26209331967068,366.9643503371766,86.4911034085651,1.7324777304599204,351.43548054676586,86.39245627271548,1.7722831797706977,352.4339901893199,86.59984743008768,1.7447901175801757,351.15894082247587
1.3833333333333333,100.0,,,83.90195498886429,2.2767767108976473,367.8706286151147,86.28866598574862,1.7354207928903733,352.1687081417857,86.18166273849609,1.7773448562980974,353.22390662051487,86.39128995439805,1.7498456026831708,351.96889483205246
1.4,100.0,,,83.62208192830815,2.290764902073193,368.72762259056816,86.09022788758865,1.7377659361812168,352.847765605399,85.97454084041625,1.7818459529215445,353.9608207993983,86.18633699977816,1.754334095225397,352.72443643858054
1.4166666666666667,100.0,,,83.3457497918586,2.304091276291951,369.5388526318502,85.89584330720344,1.7395463453347741,353.4760354980076,85.77114518323178,1.7858183071732927,354.6481534249718,85.98504710612922,1.758286512222685,353.42901528645336
1.4333333333333333,100.0,,,83.07304691807386,2.3167884781779713,370.3075866358697,85.70555603536876,1.7407944277678977,354.05669839713795,85.57152024965116,1.7892930098970683,355.28912138635206,85.78746879290011,1.761733119209849,354.0858800945676
1.45,100.0,,,82.80404988494367,2.3288882622930567,371.03685312051266,85.51940002995,1.7415417029376883,354.5927411572922,85.37570095051086,1.7923002951281408,355.88674579720265,85.5936410813364,1.7647034147823697,354.69808595627114
1.4666666666666666,100.0,,,82.53882416930001,2.340421373596168,371.7294546586441,85.33739998886833,1.7418187142560781,355.08696561082695,85.18371317952018,1.794869451912957,356.44386051780776,85.40359402393537,1.7672260367375434,355.26850221747316
