x_um,y_um,S2_free_nM,I2_nM,Th2_nM,S2_I2_nM,S2_Th2_nM,S2_total_nM
2424.153101337801,2475.364242265303,14.166510803789444,0.0,0.0,0.0,0.0,14.166510803789444
2397.1989231824914,2507.7078568838497,18.979964058260347,0.0,0.0,0.0,0.0,18.979964058260347
2398.6477793570225,2502.682768247791,19.199728139086055,0.0,0.0,0.0,0.0,19.199728139086055
2385.3400572429514,2527.3699964836846,15.294470994494489,0.0,0.0,0.0,0.0,15.294470994494489
2395.540603983271,2475.2212940282143,16.535937882216682,0.0,0.0,0.0,0.0,16.535937882216682
2398.0176711713857,2499.7769768135945,19.21207704166224,0.0,0.0,0.0,0.0,19.21207704166224
2400.0658590731678,2508.2413628357062,18.96519845450749,0.0,0.0,0.0,0.0,18.96519845450749
2427.8429822103185,2486.7412073939045,15.214861317568715,0.0,0.0,0.0,0.0,15.214861317568715
2400.7717075800733,2511.0229392773676,18.75676751817163,0.0,0.0,0.0,0.0,18.75676751817163
2400.2580123754046,2497.8329993525676,19.197100527908766,0.0,0.0,0.0,0.0,19.197100527908766
2403.6629030074027,2511.7274450233213,18.634249596770744,0.0,0.0,0.0,0.0,18.634249596770744
2403.000164964951,2498.687141175887,19.168830911772424,0.0,0.0,0.0,0.0,19.168830911772424
2399.691242480411,2495.0045367767457,19.10527652317497,0.0,0.0,0.0,0.0,19.10527652317497
2376.390175010551,2512.595217669168,16.400624135194665,0.0,0.0,0.0,0.0,16.400624135194665
2401.902635555916,2493.1150337652034,18.984510758928103,0.0,0.0,0.0,0.0,18.984510758928103
2401.2983665080133,2490.2952741968584,18.792603643207677,0.0,0.0,0.0,0.0,18.792603643207677
2398.4389207653617,2489.4360792531184,18.717255650850795,0.0,0.0,0.0,0.0,18.717255650850795
2403.4274454248807,2488.3050516906446,18.56701874271898,0.0,0.0,0.0,0.0,18.56701874271898
2406.2544653986347,2489.272265490221,18.527248720648824,0.0,0.0,0.0,0.0,18.527248720648824
2385.533361072581,2522.7621931016965,16.313063792489057,0.0,0.0,0.0,0.0,16.313063792489057
2382.7425270681438,2521.917240421923,16.077424212852694,0.0,0.0,0.0,0.0,16.077424212852694
2406.011344496796,2501.982434292431,19.048222886290255,0.0,0.0,0.0,0.0,19.048222886290255
2382.037122250706,2519.0271060671903,16.482576742677303,0.0,0.0,0.0,0.0,16.482576742677303
2379.329535935947,2518.2428911090633,16.190164968267784,0.0,0.0,0.0,0.0,16.190164968267784
2372.775176207016,2493.4985479301463,16.120177529761918,0.0,0.0,0.0,0.0,16.120177529761918
2395.446886296248,2470.1248828558705,15.354850189736295,0.0,0.0,0.0,0.0,15.354850189736295
2411.5986180563164,2533.91098630617,13.922261249073978,0.0,0.0,0.0,0.0,13.922261249073978
2365.8846451880777,2511.742745022254,14.000395517370782,0.0,0.0,0.0,0.0,14.000395517370782
2434.296299370681,2488.518946338941,13.689029172392141,0.0,0.0,0.0,0.0,13.689029172392141
2367.6776306356496,2484.0981400566143,14.025244368055766,0.0,0.0,0.0,0.0,14.025244368055766
2423.8175933492967,2527.164625047441,13.792789137690592,0.0,0.0,0.0,0.0,13.792789137690592
2372.9346320226227,2523.7526242636827,13.950569027937977,0.0,0.0,0.0,0.0,13.950569027937977
2426.9217559175195,2476.255341118225,13.789632537844847,0.0,0.0,0.0,0.0,13.789632537844847
2436.2410484278466,2502.3338657328018,13.661649733015157,0.0,0.0,0.0,0.0,13.661649733015157
2397.68472096008,2536.012850356216,13.9219606452932,0.0,0.0,0.0,0.0,13.9219606452932
2363.943919793908,2497.496705921411,13.97928196756711,0.0,0.0,0.0,0.0,13.97928196756711
2402.3521155725207,2464.2318216392882,13.833614475906131,0.0,0.0,0.0,0.0,13.833614475906131
2383.884604786604,2532.323319935439,13.861596044071446,0.0,0.0,0.0,0.0,13.861596044071446
2388.566622748,2466.0196337714924,13.987957540054879,0.0,0.0,0.0,0.0,13.987957540054879
2432.406845735074,2515.97910007393,13.752251130392839,0.0,0.0,0.0,0.0,13.752251130392839
2415.924025041955,2467.709271542663,13.767416931151793,0.0,0.0,0.0,0.0,13.767416931151793
2376.5046753635565,2473.0223651457386,14.063106503039567,0.0,0.0,0.0,0.0,14.063106503039567
